[Sun Nov 03 09:48:22.845249 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP  10. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\Providers\\AddictedProvider->getSrt() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/Providers/AddictedProvider.php:32
[Sun Nov 03 09:48:58.067095 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP Fatal error:  Call to undefined method DOMElement::text() in /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/Providers/AddictedProvider.php on line 49
[Sun Nov 03 09:48:58.067126 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP Stack trace:
[Sun Nov 03 09:48:58.067137 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   1. {main}() /home/fabex/dev/adstSF2/web/app_dev.php:0
[Sun Nov 03 09:48:58.067147 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /home/fabex/dev/adstSF2/web/app_dev.php:28
[Sun Nov 03 09:48:58.067158 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   3. Symfony\\Component\\HttpKernel\\DependencyInjection\\ContainerAwareHttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2249
[Sun Nov 03 09:48:58.067165 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   4. Symfony\\Component\\HttpKernel\\HttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2947
[Sun Nov 03 09:48:58.067175 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   5. Symfony\\Component\\HttpKernel\\HttpKernel->handleRaw() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2818
[Sun Nov 03 09:48:58.067181 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   6. call_user_func_array() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:48:58.067188 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   7. Fabex\\Bundle\\SubTitleProviderBundle\\Controller\\DefaultController->getSubTitleAction() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:48:58.067194 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   8. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\SubTitle->getSubTitle() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Controller/DefaultController.php:19
[Sun Nov 03 09:48:58.067201 2013] [:error] [pid 7821] [client 127.0.0.1:58928] PHP   9. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\Providers\\AddictedProvider->getSubTitle() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/SubTitle.php:26
